id_linha,pedido,data_hora_venda,data,sku,pecas_vendidas,valor_da_peca,preco_tabela_unit,desconto_pct,receita_bruta,receita_liquida,custo_unitario,cmv,valor_do_frete,frete_cobrado_cliente,impostos_sobre_venda,lucro,total,canal,tipo_cliente,cliente_id,uf,regiao,modalidade_frete,peso_total_kg
34733,PV-490678,2026-08-26 17:22:10,2026-08-26,RD-2001,2,46.26,52.24,0.1145,104.48,92.52,24.3,48.6,5.52,0.0,10.92,27.48,92.52,Balcao,Construtora,CON-00068,GO,Centro-Oeste,CIF (empresa entrega),2.2
34734,PV-490678,2026-08-26 17:22:10,2026-08-26,JD-4010,4,207.47,255.3,0.1874,1021.2,829.88,138.0,552.0,24.07,0.0,97.93,155.88,829.88,Balcao,Construtora,CON-00068,GO,Centro-Oeste,CIF (empresa entrega),9.6
34735,PV-490678,2026-08-26 17:22:10,2026-08-26,PA-1011,13,54.49,67.73,0.1955,880.49,708.37,30.1,391.3,19.88,0.0,83.59,213.6,708.37,Balcao,Construtora,CON-00068,GO,Centro-Oeste,CIF (empresa entrega),7.93
34736,PV-490678,2026-08-26 17:22:10,2026-08-26,SP-6001-01,2,127.3,158.17,0.1951,316.34,254.6,72.42,144.84,6.77,0.0,30.04,72.95,254.6,Balcao,Construtora,CON-00068,GO,Centro-Oeste,CIF (empresa entrega),2.7
34737,PV-490656,2026-08-26 17:22:37,2026-08-26,ND-3001,1,87.98,89.66,0.0188,89.66,87.98,41.7,41.7,23.07,27.76,13.66,37.31,115.74,E-commerce,Consumidor Final,CON-00372,SC,Sul,CIF (empresa entrega),0.92
34738,PV-490656,2026-08-26 17:22:37,2026-08-26,PA-1020,2,77.3,81.69,0.0538,163.38,154.6,38.9,77.8,39.13,47.07,23.8,60.94,201.67,E-commerce,Consumidor Final,CON-00372,SC,Sul,CIF (empresa entrega),1.56
34739,PV-490697,2026-08-26 17:29:44,2026-08-26,RD-2001,2,47.52,52.24,0.0904,104.48,95.04,24.3,48.6,22.9,25.94,14.28,35.2,120.98,E-commerce,Consumidor Final,CON-00015,SC,Sul,CIF (empresa entrega),2.2
34740,PV-490697,2026-08-26 17:29:44,2026-08-26,RG-5001,1,228.09,241.9,0.0571,241.9,228.09,118.0,118.0,19.25,21.81,29.49,83.16,249.9,E-commerce,Consumidor Final,CON-00015,SC,Sul,CIF (empresa entrega),1.85
34741,PV-490757,2026-08-26 17:30:16,2026-08-26,PA-1040-01,1,80.24,88.91,0.0975,88.91,80.24,38.86,38.86,0.0,0.0,10.59,30.79,80.24,Balcao,Marmoraria / Instalador,MAR-00003,SP,Sudeste,FOB (cliente retira/contrata),0.66
34742,PV-490757,2026-08-26 17:30:16,2026-08-26,JD-4001,4,26.85,29.16,0.0791,116.64,107.4,11.9,47.6,0.0,0.0,14.18,45.62,107.4,Balcao,Marmoraria / Instalador,MAR-00003,SP,Sudeste,FOB (cliente retira/contrata),1.12
34743,PV-490749,2026-08-26 17:34:05,2026-08-26,RD-2001,6,45.76,52.24,0.1241,313.44,274.56,24.3,145.8,50.38,58.79,39.34,97.83,333.35,Representante,Marmoraria / Instalador,MAR-00212,MT,Centro-Oeste,CIF (empresa entrega),6.6
34744,PV-490749,2026-08-26 17:34:05,2026-08-26,PA-1040,1,72.02,76.34,0.0566,76.34,72.02,34.7,34.7,5.04,5.88,9.19,28.97,77.9,Representante,Marmoraria / Instalador,MAR-00212,MT,Centro-Oeste,CIF (empresa entrega),0.66
34745,PV-490749,2026-08-26 17:34:05,2026-08-26,RD-2030-01,1,12.52,13.93,0.101,13.93,12.52,4.96,4.96,0.61,0.71,1.56,6.1,13.23,Representante,Marmoraria / Instalador,MAR-00212,MT,Centro-Oeste,CIF (empresa entrega),0.08
34746,PV-490749,2026-08-26 17:34:05,2026-08-26,ND-3001,4,78.62,89.66,0.1231,358.64,314.48,41.7,166.8,28.09,32.78,40.98,111.39,347.26,Representante,Marmoraria / Instalador,MAR-00212,MT,Centro-Oeste,CIF (empresa entrega),3.68
34747,PV-490703,2026-08-26 17:34:39,2026-08-26,PA-1020-03,1,96.31,118.94,0.1902,118.94,96.31,50.57,50.57,0.0,0.0,11.36,34.38,96.31,Representante,Revenda / Distribuidor,REV-00043,RS,Sul,FOB (cliente retira/contrata),0.78
34748,PV-490703,2026-08-26 17:34:39,2026-08-26,RD-2011-02,2,177.88,225.46,0.2111,450.92,355.76,99.41,198.82,0.0,0.0,41.98,114.96,355.76,Representante,Revenda / Distribuidor,REV-00043,RS,Sul,FOB (cliente retira/contrata),3.24
34749,PV-490703,2026-08-26 17:34:39,2026-08-26,RG-5001,1,191.48,241.9,0.2084,241.9,191.48,118.0,118.0,0.0,0.0,22.59,50.89,191.48,Representante,Revenda / Distribuidor,REV-00043,RS,Sul,FOB (cliente retira/contrata),1.85
34750,PV-490771,2026-08-26 17:57:33,2026-08-26,PA-1001-04,4,55.39,71.39,0.2241,285.56,221.56,30.02,120.08,15.87,16.36,28.07,73.9,237.92,Representante,Revenda / Distribuidor,REV-00057,DF,Centro-Oeste,CIF (empresa entrega),2.48
34751,PV-490771,2026-08-26 17:57:33,2026-08-26,JD-4002,7,82.74,104.16,0.2056,729.12,579.18,49.6,347.2,39.42,40.65,73.14,160.07,619.83,Representante,Revenda / Distribuidor,REV-00057,DF,Centro-Oeste,CIF (empresa entrega),6.16
34752,PV-490771,2026-08-26 17:57:33,2026-08-26,AC-8040,4,37.26,45.1,0.1738,180.4,149.04,16.4,65.6,16.64,17.16,19.61,64.35,166.2,Representante,Revenda / Distribuidor,REV-00057,DF,Centro-Oeste,CIF (empresa entrega),2.6
34753,PV-490684,2026-08-26 18:21:16,2026-08-26,AC-8002,1,145.62,156.0,0.0665,156.0,145.62,62.4,62.4,42.15,43.3,22.29,62.08,188.92,E-commerce,Consumidor Final,CON-00824,PE,Nordeste,CIF (empresa entrega),2.1
34754,PV-490684,2026-08-26 18:21:16,2026-08-26,RG-5003,1,374.14,378.0,0.0102,378.0,374.14,189.0,189.0,62.22,63.93,51.69,135.16,438.07,E-commerce,Consumidor Final,CON-00824,PE,Nordeste,CIF (empresa entrega),3.1
34755,PV-490732,2026-08-26 18:43:50,2026-08-26,PA-1001,13,36.47,45.92,0.2059,596.96,474.11,22.4,291.2,9.4,11.59,64.11,120.99,485.7,E-commerce,Revenda / Distribuidor,REV-00007,SP,Sudeste,CIF (empresa entrega),8.06
34756,PV-490730,2026-08-26 18:57:38,2026-08-26,PA-1011,1,63.04,67.73,0.0693,67.73,63.04,30.1,30.1,22.76,24.61,10.34,24.45,87.65,E-commerce,Consumidor Final,CON-01083,PR,Sul,CIF (empresa entrega),0.61
34757,PV-490730,2026-08-26 18:57:38,2026-08-26,RD-2030-01,1,13.74,13.93,0.0134,13.93,13.74,4.96,4.96,2.98,3.23,2.0,7.03,16.97,E-commerce,Consumidor Final,CON-01083,PR,Sul,CIF (empresa entrega),0.08
34758,PV-490730,2026-08-26 18:57:38,2026-08-26,ND-3010,1,133.29,139.92,0.0474,139.92,133.29,58.3,58.3,39.18,42.36,20.73,57.44,175.65,E-commerce,Consumidor Final,CON-01083,PR,Sul,CIF (empresa entrega),1.05
34759,PV-490712,2026-08-26 19:12:03,2026-08-26,RG-5001,1,196.61,241.9,0.1872,241.9,196.61,118.0,118.0,0.0,0.0,23.2,55.41,196.61,E-commerce,Revenda / Distribuidor,REV-00025,CE,Nordeste,FOB (cliente retira/contrata),1.85
34760,PV-490712,2026-08-26 19:12:03,2026-08-26,SP-6001,2,95.99,122.64,0.2173,245.28,191.98,58.4,116.8,0.0,0.0,22.65,52.53,191.98,E-commerce,Revenda / Distribuidor,REV-00025,CE,Nordeste,FOB (cliente retira/contrata),2.7
34761,PV-490712,2026-08-26 19:12:03,2026-08-26,ND-3002,3,108.99,138.17,0.2112,414.51,326.97,67.4,202.2,0.0,0.0,38.58,86.19,326.97,E-commerce,Revenda / Distribuidor,REV-00025,CE,Nordeste,FOB (cliente retira/contrata),3.84
34762,PV-490714,2026-08-26 19:20:34,2026-08-26,PA-1001-04,1,66.89,71.39,0.063,71.39,66.89,30.02,30.02,4.58,5.04,9.49,27.84,71.93,E-commerce,Consumidor Final,CON-01010,SP,Sudeste,CIF (empresa entrega),0.62
34763,PV-490714,2026-08-26 19:20:34,2026-08-26,JD-4001,8,28.16,29.16,0.0344,233.28,225.28,11.9,95.2,16.53,18.2,32.14,99.61,243.48,E-commerce,Consumidor Final,CON-01010,SP,Sudeste,CIF (empresa entrega),2.24
34764,PV-490714,2026-08-26 19:20:34,2026-08-26,AC-8002,1,150.66,156.0,0.0342,156.0,150.66,62.4,62.4,15.5,17.07,22.14,67.69,167.73,E-commerce,Consumidor Final,CON-01010,SP,Sudeste,CIF (empresa entrega),2.1
34765,PV-490715,2026-08-26 19:46:23,2026-08-26,PA-1040-01,3,80.6,88.91,0.0935,266.73,241.8,38.86,116.58,11.93,13.64,30.14,96.79,255.44,E-commerce,Marmoraria / Instalador,MAR-00210,MG,Sudeste,CIF (empresa entrega),1.98
34766,PV-490715,2026-08-26 19:46:23,2026-08-26,ND-3002,2,123.9,138.17,0.1032,276.34,247.8,67.4,134.8,15.43,17.64,31.32,83.89,265.44,E-commerce,Marmoraria / Instalador,MAR-00210,MG,Sudeste,CIF (empresa entrega),2.56
34767,PV-490715,2026-08-26 19:46:23,2026-08-26,PX-7002,1,162.94,187.45,0.1308,187.45,162.94,81.5,81.5,9.34,10.68,20.49,62.29,173.62,E-commerce,Marmoraria / Instalador,MAR-00210,MG,Sudeste,CIF (empresa entrega),1.55
34768,PV-490715,2026-08-26 19:46:23,2026-08-26,AC-8002,1,145.78,156.0,0.0655,156.0,145.78,62.4,62.4,12.66,14.47,18.91,66.28,160.25,E-commerce,Marmoraria / Instalador,MAR-00210,MG,Sudeste,CIF (empresa entrega),2.1
34769,PV-490713,2026-08-26 19:53:57,2026-08-26,AC-8002-02,1,208.53,215.65,0.033,215.65,208.53,79.87,79.87,40.81,47.77,30.24,105.38,256.3,E-commerce,Consumidor Final,CON-00747,SC,Sul,CIF (empresa entrega),2.1
34770,PV-490713,2026-08-26 19:53:57,2026-08-26,RD-2030-01,1,13.72,13.93,0.015,13.93,13.72,4.96,4.96,1.55,1.82,1.83,7.2,15.54,E-commerce,Consumidor Final,CON-00747,SC,Sul,CIF (empresa entrega),0.08
34771,PV-490713,2026-08-26 19:53:57,2026-08-26,AC-8030,4,49.3,53.16,0.0726,212.64,197.2,21.7,86.8,24.87,29.11,26.7,87.94,226.31,E-commerce,Consumidor Final,CON-00747,SC,Sul,CIF (empresa entrega),1.28
34772,PV-490710,2026-08-26 20:25:23,2026-08-26,RG-5010-01,1,499.09,499.09,0.0,499.09,499.09,246.1,246.1,55.0,65.08,66.57,196.5,564.17,E-commerce,Consumidor Final,CON-00964,RJ,Sudeste,CIF (empresa entrega),3.6
34773,PV-490737,2026-08-26 21:28:41,2026-08-26,RG-5002,1,298.91,311.6,0.0407,311.6,298.91,152.0,152.0,27.35,29.46,38.75,110.27,328.37,E-commerce,Consumidor Final,CON-00129,RJ,Sudeste,CIF (empresa entrega),2.45
34774,PV-490737,2026-08-26 21:28:41,2026-08-26,PA-1011-01,1,76.01,78.88,0.0364,78.88,76.01,33.71,33.71,6.81,7.34,9.84,32.99,83.35,E-commerce,Consumidor Final,CON-00129,RJ,Sudeste,CIF (empresa entrega),0.61
34775,PV-490746,2026-08-26 21:40:15,2026-08-26,PA-1030-02,1,53.78,59.39,0.0945,59.39,53.78,23.91,23.91,15.76,16.6,8.3,22.41,70.38,E-commerce,Marmoraria / Instalador,MAR-00291,GO,Centro-Oeste,CIF (empresa entrega),0.48
34776,PV-490746,2026-08-26 21:40:15,2026-08-26,RG-5001,1,224.21,241.9,0.0731,241.9,224.21,118.0,118.0,60.72,63.98,34.01,75.46,288.19,E-commerce,Marmoraria / Instalador,MAR-00291,GO,Centro-Oeste,CIF (empresa entrega),1.85
34777,PV-490865,2026-08-27 05:07:01,2026-08-27,PX-7001,1,162.67,162.67,0.0,162.67,162.67,72.3,72.3,28.35,30.24,22.76,69.5,192.91,E-commerce,Consumidor Final,CON-00608,PR,Sul,CIF (empresa entrega),1.42
34778,PV-490793,2026-08-27 06:28:52,2026-08-27,AC-8030,1,52.14,53.16,0.0192,53.16,52.14,21.7,21.7,4.41,5.02,7.55,23.5,57.16,E-commerce,Consumidor Final,CON-00293,SP,Sudeste,CIF (empresa entrega),0.32
34779,PV-490793,2026-08-27 06:28:52,2026-08-27,PA-1050,1,103.68,108.57,0.0451,108.57,103.68,46.2,46.2,9.79,11.14,15.16,43.67,114.82,E-commerce,Consumidor Final,CON-00293,SP,Sudeste,CIF (empresa entrega),0.71
34780,PV-490793,2026-08-27 06:28:52,2026-08-27,PX-7002-01,1,208.63,214.44,0.0271,214.44,208.63,89.65,89.65,21.38,24.32,30.75,91.17,232.95,E-commerce,Consumidor Final,CON-00293,SP,Sudeste,CIF (empresa entrega),1.55
34781,PV-490902,2026-08-27 07:13:43,2026-08-27,RD-2002-01,1,83.74,86.6,0.033,86.6,83.74,39.65,39.65,31.46,35.7,14.09,34.24,119.44,E-commerce,Consumidor Final,CON-01057,PR,Sul,CIF (empresa entrega),1.55
34782,PV-490902,2026-08-27 07:13:43,2026-08-27,PX-7001,1,154.99,162.67,0.0472,162.67,154.99,72.3,72.3,28.83,32.7,22.15,64.41,187.69,E-commerce,Consumidor Final,CON-01057,PR,Sul,CIF (empresa entrega),1.42
34783,PV-490888,2026-08-27 08:03:25,2026-08-27,PA-1010,3,59.92,61.88,0.0317,185.64,179.76,27.5,82.5,11.96,13.78,25.55,73.53,193.54,Televendas,Consumidor Final,CON-00059,SP,Sudeste,CIF (empresa entrega),1.65
34784,PV-490888,2026-08-27 08:03:25,2026-08-27,RD-2001,3,50.45,52.24,0.0343,156.72,151.35,24.3,72.9,23.91,27.57,23.62,58.49,178.92,Televendas,Consumidor Final,CON-00059,SP,Sudeste,CIF (empresa entrega),3.3
34785,PV-490857,2026-08-27 08:09:38,2026-08-27,JD-4001,2,27.36,29.16,0.0617,58.32,54.72,11.9,23.8,5.39,6.23,7.19,24.57,60.95,E-commerce,Consumidor Final,CON-00361,RJ,Sudeste,CIF (empresa entrega),0.56
34786,PV-490857,2026-08-27 08:09:38,2026-08-27,AC-8002,2,153.76,156.0,0.0144,312.0,307.52,62.4,124.8,40.39,46.7,41.8,147.23,354.22,E-commerce,Consumidor Final,CON-00361,RJ,Sudeste,CIF (empresa entrega),4.2
34787,PV-490789,2026-08-27 08:32:43,2026-08-27,ND-3001-01,1,99.05,111.89,0.1147,111.89,99.05,50.04,50.04,0.0,0.0,13.07,35.94,99.05,Televendas,Marmoraria / Instalador,MAR-00234,SP,Sudeste,FOB (cliente retira/contrata),0.92
34788,PV-490789,2026-08-27 08:32:43,2026-08-27,JD-4001,6,25.79,29.16,0.1156,174.96,154.74,11.9,71.4,0.0,0.0,20.43,62.91,154.74,Televendas,Marmoraria / Instalador,MAR-00234,SP,Sudeste,FOB (cliente retira/contrata),1.68
34789,PV-490789,2026-08-27 08:32:43,2026-08-27,AC-8030,3,48.71,53.16,0.0837,159.48,146.13,21.7,65.1,0.0,0.0,19.29,61.74,146.13,Televendas,Marmoraria / Instalador,MAR-00234,SP,Sudeste,FOB (cliente retira/contrata),0.96
34790,PV-490817,2026-08-27 08:40:26,2026-08-27,RD-2001,2,48.01,52.24,0.0809,104.48,96.02,24.3,48.6,0.0,0.0,11.33,36.09,96.02,Balcao,Marmoraria / Instalador,MAR-00219,MT,Centro-Oeste,FOB (cliente retira/contrata),2.2
34791,PV-490817,2026-08-27 08:40:26,2026-08-27,RD-2030-02,1,14.75,15.43,0.0443,15.43,14.75,5.29,5.29,0.0,0.0,1.74,7.72,14.75,Balcao,Marmoraria / Instalador,MAR-00219,MT,Centro-Oeste,FOB (cliente retira/contrata),0.08
34792,PV-490817,2026-08-27 08:40:26,2026-08-27,AC-8010-02,1,66.2,70.54,0.0616,70.54,66.2,24.19,24.19,0.0,0.0,7.81,34.2,66.2,Balcao,Marmoraria / Instalador,MAR-00219,MT,Centro-Oeste,FOB (cliente retira/contrata),0.9
34793,PV-490858,2026-08-27 08:49:07,2026-08-27,RD-2030-01,2,13.1,13.93,0.0596,27.86,26.2,4.96,9.92,0.95,0.95,3.58,12.7,27.15,Televendas,Marmoraria / Instalador,MAR-00197,SP,Sudeste,CIF (empresa entrega),0.16
34794,PV-490858,2026-08-27 08:49:07,2026-08-27,PX-7001,2,147.51,162.67,0.0932,325.34,295.02,72.3,144.6,16.85,16.9,41.17,109.3,311.92,Televendas,Marmoraria / Instalador,MAR-00197,SP,Sudeste,CIF (empresa entrega),2.84
34795,PV-490858,2026-08-27 08:49:07,2026-08-27,RD-2010-02,2,154.61,174.35,0.1132,348.7,309.22,78.75,157.5,14.71,14.75,42.76,109.0,323.97,Televendas,Marmoraria / Instalador,MAR-00197,SP,Sudeste,CIF (empresa entrega),2.48
34796,PV-490882,2026-08-27 08:55:45,2026-08-27,AC-8002,1,154.17,156.0,0.0117,156.0,154.17,62.4,62.4,35.37,40.09,22.92,73.57,194.26,E-commerce,Consumidor Final,CON-00856,RJ,Sudeste,CIF (empresa entrega),2.1
34797,PV-490840,2026-08-27 09:06:35,2026-08-27,RD-2011-01,2,167.55,203.33,0.1759,406.66,335.1,93.1,186.2,0.0,0.0,39.54,109.36,335.1,Representante,Construtora,CON-00071,PE,Nordeste,FOB (cliente retira/contrata),3.24
34798,PV-490840,2026-08-27 09:06:35,2026-08-27,AC-8030,10,43.8,53.16,0.1761,531.6,438.0,21.7,217.0,0.0,0.0,51.68,169.32,438.0,Representante,Construtora,CON-00071,PE,Nordeste,FOB (cliente retira/contrata),3.2
34799,PV-490840,2026-08-27 09:06:35,2026-08-27,AC-8030-02,4,61.48,73.51,0.1636,294.04,245.92,27.78,111.12,0.0,0.0,29.02,105.78,245.92,Representante,Construtora,CON-00071,PE,Nordeste,FOB (cliente retira/contrata),1.28
34800,PV-490799,2026-08-27 09:12:14,2026-08-27,PA-1030-01,1,46.79,52.5,0.1087,52.5,46.79,21.95,21.95,6.23,6.54,6.29,18.86,53.33,Balcao,Marmoraria / Instalador,MAR-00219,MT,Centro-Oeste,CIF (empresa entrega),0.48
34801,PV-490799,2026-08-27 09:12:14,2026-08-27,AC-8010-02,2,64.07,70.54,0.0917,141.08,128.14,24.19,48.38,23.35,24.52,18.01,62.92,152.66,Balcao,Marmoraria / Instalador,MAR-00219,MT,Centro-Oeste,CIF (empresa entrega),1.8
34802,PV-490799,2026-08-27 09:12:14,2026-08-27,AC-8020,1,89.43,97.9,0.0865,97.9,89.43,44.5,44.5,13.62,14.3,12.24,33.37,103.73,Balcao,Marmoraria / Instalador,MAR-00219,MT,Centro-Oeste,CIF (empresa entrega),1.05
34803,PV-490799,2026-08-27 09:12:14,2026-08-27,PA-1011,3,61.49,67.73,0.0921,203.19,184.47,30.1,90.3,23.74,24.93,24.71,70.65,209.4,Balcao,Marmoraria / Instalador,MAR-00219,MT,Centro-Oeste,CIF (empresa entrega),1.83
34804,PV-490852,2026-08-27 09:12:29,2026-08-27,AC-8002,1,142.85,156.0,0.0843,156.0,142.85,62.4,62.4,46.67,55.31,23.38,65.71,198.16,Balcao,Marmoraria / Instalador,MAR-00045,GO,Centro-Oeste,CIF (empresa entrega),2.1
34805,PV-490852,2026-08-27 09:12:29,2026-08-27,SP-6001,1,112.44,122.64,0.0832,122.64,112.44,58.4,58.4,30.01,35.55,17.46,42.12,147.99,Balcao,Marmoraria / Instalador,MAR-00045,GO,Centro-Oeste,CIF (empresa entrega),1.35
34806,PV-490836,2026-08-27 09:17:39,2026-08-27,ND-3010,2,127.46,139.92,0.0891,279.84,254.92,58.3,116.6,41.57,48.88,35.85,109.78,303.8,Balcao,Marmoraria / Instalador,MAR-00042,RJ,Sudeste,CIF (empresa entrega),2.1
34807,PV-490786,2026-08-27 09:25:49,2026-08-27,ND-3002,2,108.8,138.17,0.2126,276.34,217.6,67.4,134.8,0.0,0.0,28.72,54.08,217.6,Balcao,Revenda / Distribuidor,REV-00028,SP,Sudeste,FOB (cliente retira/contrata),2.56
34808,PV-490786,2026-08-27 09:25:49,2026-08-27,SP-6010,5,64.37,79.42,0.1895,397.1,321.85,36.1,180.5,0.0,0.0,42.48,98.87,321.85,Balcao,Revenda / Distribuidor,REV-00028,SP,Sudeste,FOB (cliente retira/contrata),4.2
34809,PV-490786,2026-08-27 09:25:49,2026-08-27,RD-2001,3,40.32,52.24,0.2281,156.72,120.96,24.3,72.9,0.0,0.0,15.97,32.09,120.96,Balcao,Revenda / Distribuidor,REV-00028,SP,Sudeste,FOB (cliente retira/contrata),3.3
34810,PV-490786,2026-08-27 09:25:49,2026-08-27,JD-4001,33,23.69,29.16,0.1877,962.28,781.77,11.9,392.7,0.0,0.0,103.19,285.88,781.77,Balcao,Revenda / Distribuidor,REV-00028,SP,Sudeste,FOB (cliente retira/contrata),9.24
34811,PV-490786,2026-08-27 09:25:49,2026-08-27,PA-1040-01,2,75.4,88.91,0.152,177.82,150.8,38.86,77.72,0.0,0.0,19.91,53.17,150.8,Balcao,Revenda / Distribuidor,REV-00028,SP,Sudeste,FOB (cliente retira/contrata),1.32
34812,PV-490788,2026-08-27 09:29:22,2026-08-27,JD-4001,1,27.42,29.16,0.0596,29.16,27.42,11.9,11.9,43.13,49.26,10.12,11.53,76.68,Televendas,Marmoraria / Instalador,MAR-00207,SP,Sudeste,CIF (empresa entrega),0.28
34813,PV-490791,2026-08-27 09:37:28,2026-08-27,ND-3001,2,78.31,89.66,0.1266,179.32,156.62,41.7,83.4,13.21,16.27,20.4,55.88,172.89,Representante,Construtora,CON-00034,PR,Sul,CIF (empresa entrega),1.84
34814,PV-490791,2026-08-27 09:37:28,2026-08-27,PA-1002-01,7,61.04,74.09,0.1762,518.63,427.28,35.62,249.34,47.25,58.19,57.29,131.59,485.47,Representante,Construtora,CON-00034,PR,Sul,CIF (empresa entrega),6.58
34815,PV-490794,2026-08-27 09:39:21,2026-08-27,PA-1010-02,1,72.84,81.53,0.1065,81.53,72.84,33.55,33.55,0.0,0.0,8.6,30.69,72.84,Balcao,Marmoraria / Instalador,MAR-00119,RJ,Sudeste,FOB (cliente retira/contrata),0.55
34816,PV-490794,2026-08-27 09:39:21,2026-08-27,ND-3001,1,82.58,89.66,0.079,89.66,82.58,41.7,41.7,0.0,0.0,9.74,31.14,82.58,Balcao,Marmoraria / Instalador,MAR-00119,RJ,Sudeste,FOB (cliente retira/contrata),0.92
34817,PV-490794,2026-08-27 09:39:21,2026-08-27,JD-4001,3,28.31,29.16,0.0292,87.48,84.93,11.9,35.7,0.0,0.0,10.02,39.21,84.93,Balcao,Marmoraria / Instalador,MAR-00119,RJ,Sudeste,FOB (cliente retira/contrata),0.84
34818,PV-490810,2026-08-27 09:39:35,2026-08-27,PA-1010,1,61.03,61.88,0.0137,61.88,61.03,27.5,27.5,8.61,10.12,8.4,26.64,71.15,Balcao,Consumidor Final,CON-00682,GO,Centro-Oeste,CIF (empresa entrega),0.55
34819,PV-490810,2026-08-27 09:39:35,2026-08-27,AC-8020,2,94.76,97.9,0.0321,195.8,189.52,44.5,89.0,32.87,38.65,26.92,79.38,228.17,Balcao,Consumidor Final,CON-00682,GO,Centro-Oeste,CIF (empresa entrega),2.1
34820,PV-490776,2026-08-27 09:40:01,2026-08-27,JD-4001,1,25.34,29.16,0.131,29.16,25.34,11.9,11.9,0.0,0.0,3.34,10.1,25.34,Televendas,Construtora,CON-00044,SP,Sudeste,FOB (cliente retira/contrata),0.28
34821,PV-490776,2026-08-27 09:40:01,2026-08-27,RD-2030-01,5,11.4,13.93,0.1815,69.65,57.0,4.96,24.8,0.0,0.0,7.52,24.68,57.0,Televendas,Construtora,CON-00044,SP,Sudeste,FOB (cliente retira/contrata),0.4
34822,PV-490776,2026-08-27 09:40:01,2026-08-27,AC-8002-01,3,114.11,139.52,0.1821,418.56,342.33,53.66,160.98,0.0,0.0,45.19,136.16,342.33,Televendas,Construtora,CON-00044,SP,Sudeste,FOB (cliente retira/contrata),4.41
34823,PV-490776,2026-08-27 09:40:01,2026-08-27,RG-5020,2,92.92,107.64,0.1368,215.28,185.84,46.8,93.6,0.0,0.0,24.53,67.71,185.84,Televendas,Construtora,CON-00044,SP,Sudeste,FOB (cliente retira/contrata),1.44
34824,PV-490800,2026-08-27 09:42:21,2026-08-27,AC-8030,6,50.09,53.16,0.0577,318.96,300.54,21.7,130.2,24.96,27.37,38.69,134.06,327.91,Representante,Marmoraria / Instalador,MAR-00079,PR,Sul,CIF (empresa entrega),1.92
34825,PV-490861,2026-08-27 09:43:18,2026-08-27,PA-1020-03,1,105.64,118.94,0.1118,118.94,105.64,50.57,50.57,4.66,5.25,13.09,42.57,110.89,Balcao,Marmoraria / Instalador,MAR-00139,BA,Nordeste,CIF (empresa entrega),0.78
34826,PV-490861,2026-08-27 09:43:18,2026-08-27,SP-6002,1,165.33,172.4,0.041,172.4,165.33,86.2,86.2,12.25,13.79,21.14,59.53,179.12,Balcao,Marmoraria / Instalador,MAR-00139,BA,Nordeste,CIF (empresa entrega),2.05
34827,PV-490861,2026-08-27 09:43:18,2026-08-27,RD-2001,6,48.74,52.24,0.0669,313.44,292.44,24.3,145.8,39.43,44.41,39.75,111.87,336.85,Balcao,Marmoraria / Instalador,MAR-00139,BA,Nordeste,CIF (empresa entrega),6.6
34828,PV-490861,2026-08-27 09:43:18,2026-08-27,AC-8040-01,1,37.81,40.33,0.0625,40.33,37.81,14.1,14.1,2.72,3.06,4.82,19.23,40.87,Balcao,Marmoraria / Instalador,MAR-00139,BA,Nordeste,CIF (empresa entrega),0.455
34829,PV-490861,2026-08-27 09:43:18,2026-08-27,PA-1010,2,56.29,61.88,0.0903,123.76,112.58,27.5,55.0,6.57,7.4,14.16,44.25,119.98,Balcao,Marmoraria / Instalador,MAR-00139,BA,Nordeste,CIF (empresa entrega),1.1
34830,PV-490861,2026-08-27 09:43:18,2026-08-27,ND-3001,2,80.78,89.66,0.099,179.32,161.56,41.7,83.4,10.99,12.38,20.52,59.03,173.94,Balcao,Marmoraria / Instalador,MAR-00139,BA,Nordeste,CIF (empresa entrega),1.84
34831,PV-490893,2026-08-27 09:47:38,2026-08-27,JD-4001,16,22.27,29.16,0.2363,466.56,356.32,11.9,190.4,0.0,0.0,42.05,123.87,356.32,Representante,Revenda / Distribuidor,REV-00022,RJ,Sudeste,FOB (cliente retira/contrata),4.48
34832,PV-490893,2026-08-27 09:47:38,2026-08-27,SP-6001,1,100.68,122.64,0.1791,122.64,100.68,58.4,58.4,0.0,0.0,11.88,30.4,100.68,Representante,Revenda / Distribuidor,REV-00022,RJ,Sudeste,FOB (cliente retira/contrata),1.35
34833,PV-490893,2026-08-27 09:47:38,2026-08-27,RD-2011,4,130.61,165.69,0.2117,662.76,522.44,78.9,315.6,0.0,0.0,61.65,145.19,522.44,Representante,Revenda / Distribuidor,REV-00022,RJ,Sudeste,FOB (cliente retira/contrata),6.48
34834,PV-490798,2026-08-27 09:48:44,2026-08-27,PA-1001,1,43.01,45.92,0.0634,45.92,43.01,22.4,22.4,11.51,13.83,6.71,16.22,56.84,Balcao,Marmoraria / Instalador,MAR-00087,PE,Nordeste,CIF (empresa entrega),0.62
34835,PV-490798,2026-08-27 09:48:44,2026-08-27,JD-4010,1,231.55,255.3,0.093,255.3,231.55,138.0,138.0,44.54,53.54,33.64,68.91,285.09,Balcao,Marmoraria / Instalador,MAR-00087,PE,Nordeste,CIF (empresa entrega),2.4
